loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_default
11400,11400,60,17.86,288.62,D,D5,10+ years,RENT,42000,Source Verified,01-06-2015,Charged Off,debt_consolidation,KY,37.52,2,670,674,16,0,2809,24.9,23,1
7500,7500,36,10.99,245.51,B,B4,3 years,RENT,51500,Source Verified,01-11-2015,Fully Paid,credit_card,WI,28.73,1,675,679,14,0,27011,70.3,33,0
10000,10000,60,14.99,237.85,C,C4,< 1 year,MORTGAGE,80000,Verified,01-03-2017,Fully Paid,credit_card,VA,19.04,0,670,674,9,1,18991,47,17,0
28000,28000,60,10.99,608.65,B,B3,10+ years,MORTGAGE,85000,Source Verified,01-07-2014,Fully Paid,credit_card,NJ,22.56,0,740,744,16,0,51230,44.7,28,0
19675,19675,36,15.59,687.74,C,C5,8 years,RENT,74000,Source Verified,01-10-2016,Fully Paid,debt_consolidation,PA,17.89,0,700,704,8,0,18120,50.5,31,0
8000,8000,36,11.99,265.68,C,C1,7 years,MORTGAGE,55000,Verified,01-03-2016,Fully Paid,debt_consolidation,UT,28.69,1,665,669,9,0,20545,72.3,16,0
16950,16950,36,17.57,609.14,D,D4,2 years,MORTGAGE,50000,Source Verified,01-04-2015,Fully Paid,debt_consolidation,FL,38.6,6,680,684,11,0,21433,80.6,29,0
5100,5100,36,12.69,171.08,C,C2,< 1 year,OWN,100000,Not Verified,01-08-2015,Fully Paid,major_purchase,AL,11.9,0,685,689,4,3,765,43,11,0
30000,30000,60,12.42,673.72,B,B4,10+ years,MORTGAGE,61680,Verified,01-01-2012,Fully Paid,debt_consolidation,AR,21.15,0,735,739,10,0,13079,27.1,23,0
10000,10000,36,18.75,365.3,D,D3,3 years,RENT,55000,Verified,01-10-2012,Fully Paid,debt_consolidation,FL,5.04,1,660,664,5,0,3969,56.7,23,0
9550,9550,36,14.98,330.97,C,C3,10+ years,MORTGAGE,90000,Not Verified,01-01-2014,Fully Paid,debt_consolidation,TX,12.51,0,670,674,9,0,3760,66,13,0
35000,35000,60,20.99,946.68,E,E5,9 years,RENT,91000,Verified,01-12-2015,Charged Off,debt_consolidation,CT,23.42,0,705,709,20,0,20545,48,35,1
8800,8800,36,12.85,295.88,B,B4,5 years,RENT,40000,Not Verified,01-01-2014,Charged Off,debt_consolidation,FL,10.56,0,690,694,10,0,7558,46.7,19,1
14500,14500,36,11.99,481.54,B,B5,7 years,RENT,57200,Source Verified,01-01-2015,Fully Paid,debt_consolidation,TX,11.94,0,660,664,16,0,17272,49.1,26,0
15000,15000,36,13.18,506.72,C,C3,10+ years,OWN,75000,Verified,01-11-2015,Fully Paid,debt_consolidation,CT,15.9,0,690,694,15,0,22392,66.8,40,0
15875,15875,36,18.75,579.91,D,D3,10+ years,RENT,40000,Source Verified,01-07-2012,Charged Off,home_improvement,TX,19.65,0,665,669,8,1,3584,56.9,26,1
2400,2400,36,13.67,81.65,C,C3,2 years,RENT,41000,Source Verified,01-05-2016,Fully Paid,other,CA,31.12,0,700,704,13,0,16118,58.6,32,0
5000,5000,36,9.17,159.4,B,B2,2 years,RENT,110000,Not Verified,01-04-2015,Fully Paid,debt_consolidation,FL,14.8,0,690,694,6,1,6626,44.5,10,0
8000,8000,36,6.08,243.67,A,A2,10+ years,MORTGAGE,115000,Not Verified,01-12-2017,Fully Paid,debt_consolidation,NY,15.38,0,730,734,37,0,16706,17.1,97,0
17975,17975,36,15.59,628.32,D,D1,9 years,RENT,45000,Source Verified,01-02-2015,Fully Paid,debt_consolidation,CA,13.2,0,685,689,13,0,15406,69.1,18,0
5500,5500,36,10.99,180.04,B,B4,5 years,OWN,61000,Not Verified,01-03-2015,Fully Paid,debt_consolidation,NY,16.49,0,665,669,10,0,7293,45.3,13,0
3500,3500,36,13.99,119.61,C,C3,10+ years,OWN,50000,Verified,01-07-2016,Fully Paid,other,FL,32.78,0,695,699,18,0,32317,64.8,28,0
8000,8000,60,13.23,182.97,C,C1,2 years,RENT,45000,Source Verified,01-10-2010,Fully Paid,wedding,CA,15.01,0,740,744,3,0,228,45.6,9,0
2000,2000,36,12.74,67.14,C,C1,Unknown,RENT,16000,Verified,01-04-2017,Fully Paid,debt_consolidation,OR,30.46,0,665,669,7,0,6414,76.4,12,0
20000,20000,36,6.99,617.46,A,A2,2 years,MORTGAGE,300000,Source Verified,01-04-2017,Fully Paid,credit_card,NY,9.77,1,720,724,16,0,17257,40.2,26,0
12000,12000,36,12.74,402.83,C,C1,< 1 year,MORTGAGE,135000,Source Verified,01-12-2016,Fully Paid,credit_card,KY,21.64,3,670,674,15,0,18678,57.6,33,0
35000,35000,36,14.46,1204.06,C,C4,10+ years,MORTGAGE,55000,Verified,01-04-2016,Fully Paid,debt_consolidation,GA,60.31,1,690,694,11,0,38308,92.3,25,0
20000,20000,36,10.91,653.93,B,B4,1 year,RENT,125000,Source Verified,01-10-2017,Fully Paid,major_purchase,CA,7.37,0,715,719,15,0,15633,17.7,15,0
15000,15000,36,11.53,494.86,B,B5,2 years,RENT,44000,Source Verified,01-08-2015,Fully Paid,other,PA,15.84,0,760,764,18,0,10189,22.9,34,0
10400,10400,36,14.3,356.97,C,C1,10+ years,MORTGAGE,38000,Not Verified,01-10-2013,Fully Paid,debt_consolidation,OH,16.86,0,680,684,13,1,15011,73.9,23,0
6500,6500,36,6.39,198.9,A,A2,5 years,OWN,30000,Not Verified,01-02-2015,Fully Paid,home_improvement,WI,11.36,0,750,754,11,0,9783,20.8,27,0
1000,1000,36,14.46,34.41,C,C4,Unknown,RENT,30720,Verified,01-04-2016,Fully Paid,major_purchase,CA,35.7,0,680,684,9,1,7543,57.6,21,0
14000,14000,36,6.89,431.58,A,A3,< 1 year,RENT,72000,Source Verified,01-06-2015,Fully Paid,debt_consolidation,CA,28.4,1,685,689,12,0,24560,55.4,31,0
35000,35000,60,25.8,1043.78,G,G1,10+ years,RENT,109800,Verified,01-07-2013,Fully Paid,debt_consolidation,VA,23.02,0,680,684,9,0,27371,80.5,31,0
15000,15000,36,8.39,472.75,B,B1,8 years,RENT,60000,Verified,01-03-2016,Fully Paid,debt_consolidation,TX,14.22,0,665,669,5,0,18647,100.3,17,0
19000,19000,36,13.99,649.29,C,C3,2 years,RENT,103000,Not Verified,01-03-2017,Fully Paid,debt_consolidation,TX,11.17,0,665,669,9,0,19043,44,13,0
10000,10000,60,12.29,223.92,C,C1,5 years,RENT,140000,Not Verified,01-07-2015,Charged Off,credit_card,NY,16.11,0,670,674,11,1,8549,64.3,15,1
10000,10000,36,8.39,315.17,B,B1,2 years,RENT,103000,Not Verified,01-06-2016,Charged Off,credit_card,NY,10.94,2,685,689,15,0,11986,33.7,26,1
32000,32000,60,10.42,686.54,B,B3,3 years,MORTGAGE,176000,Source Verified,01-10-2017,Fully Paid,debt_consolidation,TX,7.73,0,690,694,8,0,13106,38.8,14,0
7000,7000,36,11.44,230.64,B,B4,10+ years,RENT,22000,Source Verified,01-12-2014,Fully Paid,debt_consolidation,CA,22.94,0,730,734,9,0,7432,35.9,10,0
5500,5500,36,13.33,186.2,C,C3,2 years,RENT,20000,Source Verified,01-03-2015,Fully Paid,credit_card,IN,26.59,0,680,684,8,0,3740,21.6,9,0
15000,15000,36,13.33,507.8,C,C3,2 years,RENT,50000,Source Verified,01-10-2015,Fully Paid,credit_card,OH,26.33,0,670,674,7,0,13623,96.6,7,0
12000,12000,36,12.12,399.26,B,B3,5 years,OWN,106358,Not Verified,01-06-2012,Fully Paid,other,FL,7.35,0,695,699,5,0,1064,18.3,29,0
10000,10000,36,6.24,305.31,A,A2,4 years,OWN,45000,Not Verified,01-12-2015,Fully Paid,home_improvement,CO,4.16,0,775,779,4,0,4619,37,11,0
20000,20000,60,12.29,447.83,C,C1,9 years,RENT,70000,Not Verified,01-10-2015,Charged Off,credit_card,CA,26.6,0,665,669,25,0,32748,47.3,32,1
3600,3600,36,16.29,127.09,D,D2,< 1 year,RENT,19500,Not Verified,01-06-2014,Fully Paid,moving,IL,21.54,0,680,684,5,0,4507,66.3,14,0
12000,12000,36,11.99,398.52,C,C1,1 year,RENT,45000,Source Verified,01-01-2016,Fully Paid,credit_card,MI,17.74,0,665,669,13,0,10905,56.2,15,0
15000,15000,60,14.99,356.78,C,C4,2 years,MORTGAGE,46000,Not Verified,01-05-2017,Charged Off,debt_consolidation,TX,9.78,0,675,679,13,0,876,3.1,25,1
4000,4000,36,14.96,138.59,D,D2,1 year,RENT,36000,Not Verified,01-04-2010,Fully Paid,debt_consolidation,MA,4.1,0,670,674,4,0,2201,88,4,0
18750,18750,60,24.08,540.28,F,F2,7 years,MORTGAGE,60000,Not Verified,01-06-2014,Fully Paid,debt_consolidation,MN,13.38,1,660,664,8,0,9132,80.8,36,0
12000,12000,60,16.99,298.17,D,D3,1 year,MORTGAGE,25000,Source Verified,01-08-2015,Charged Off,debt_consolidation,MI,34.28,0,675,679,9,0,6337,66.7,10,1
5200,5200,36,15.61,181.82,D,D1,5 years,RENT,28000,Verified,01-08-2014,Fully Paid,debt_consolidation,CA,9.47,0,680,684,8,0,5816,63.9,9,0
30000,30000,60,13.59,691.69,C,C2,10+ years,OWN,82000,Verified,01-01-2018,Fully Paid,house,GA,15.19,0,740,744,6,0,7826,57.1,22,0
3600,3600,36,11.49,118.7,B,B5,3 years,RENT,55000,Not Verified,01-02-2017,Fully Paid,debt_consolidation,FL,23.57,0,665,669,9,0,4178,48.6,30,0
35000,35000,60,24.89,1025.05,F,F4,9 years,OWN,120000,Verified,01-09-2013,Fully Paid,house,TX,12.4,2,670,674,6,0,17043,85.6,15,0
3000,3000,36,11.47,98.89,B,B5,10+ years,MORTGAGE,60000,Source Verified,01-02-2016,Fully Paid,vacation,MN,16.08,1,675,679,8,0,16466,55.4,14,0
13000,13000,36,13.58,441.67,C,C2,4 years,OWN,75000,Verified,01-03-2018,Fully Paid,credit_card,IL,32.56,0,700,704,14,0,16941,73,30,0
11600,11600,36,6.24,354.16,A,A2,< 1 year,OWN,100000,Not Verified,01-08-2015,Fully Paid,home_improvement,FL,10.31,0,775,779,7,0,8816,37.8,25,0
10000,10000,36,11.53,329.91,B,B5,Unknown,RENT,33000,Verified,01-10-2015,Fully Paid,debt_consolidation,CA,24.87,0,670,674,11,0,9459,51.1,14,0
21900,21900,36,7.39,680.13,A,A4,2 years,RENT,85000,Source Verified,01-03-2016,Fully Paid,debt_consolidation,TX,14.8,0,705,709,10,0,21175,66.4,25,0
17000,17000,36,9.99,548.47,B,B3,2 years,MORTGAGE,93000,Source Verified,01-06-2015,Fully Paid,credit_card,AZ,14.9,0,710,714,18,1,10176,61.3,34,0
12150,12150,60,14.46,285.62,C,C4,10+ years,MORTGAGE,45000,Verified,01-02-2016,Charged Off,debt_consolidation,IN,28.45,0,690,694,9,0,11204,50,18,1
20000,20000,36,8.9,635.07,A,A5,10+ years,MORTGAGE,102000,Verified,01-05-2013,Fully Paid,debt_consolidation,TX,16.56,0,735,739,13,0,22580,61.2,38,0
23000,23000,36,15.05,797.87,C,C4,3 years,MORTGAGE,100000,Source Verified,01-07-2017,Fully Paid,debt_consolidation,CA,18.32,1,660,664,8,1,3509,54.8,18,0
6000,6000,36,12.88,201.82,C,C2,5 years,RENT,55000,Source Verified,01-01-2016,Fully Paid,other,NE,13.31,0,660,664,6,0,4249,63.4,21,0
3000,3000,36,13.99,102.52,C,C3,10+ years,MORTGAGE,35000,Source Verified,01-08-2016,Charged Off,debt_consolidation,OH,32.17,0,715,719,9,0,8235,70.4,12,1
5000,5000,36,11.53,164.96,B,B5,10+ years,MORTGAGE,35000,Source Verified,01-08-2015,Fully Paid,credit_card,OH,14.54,0,660,664,5,1,5278,77.6,16,0
14400,14400,36,17.77,518.94,D,D1,10+ years,MORTGAGE,57000,Verified,01-08-2012,Fully Paid,debt_consolidation,TX,16.15,0,670,674,9,1,9621,67.8,13,0
40000,40000,60,12.13,892.41,B,B5,3 years,RENT,83000,Verified,01-06-2018,Charged Off,vacation,CA,5.41,0,800,804,8,0,2101,2,8,1
25000,25000,36,8.59,790.24,A,A5,8 years,MORTGAGE,94000,Verified,01-09-2016,Fully Paid,credit_card,NJ,17.46,1,705,709,10,0,27434,40.4,19,0
16000,16000,36,7.26,495.94,A,A4,2 years,MORTGAGE,74000,Source Verified,01-07-2015,Fully Paid,credit_card,CA,6.05,0,695,699,9,0,14659,35.9,23,0
12000,12000,36,10.99,392.81,B,B4,1 year,RENT,75000,Source Verified,01-04-2015,Fully Paid,credit_card,NJ,12.67,0,665,669,11,0,30972,54.5,12,0
22475,22475,36,14.09,769.13,B,B5,6 years,MORTGAGE,80000,Source Verified,01-08-2012,Fully Paid,debt_consolidation,TX,11.64,0,685,689,11,0,27509,70.2,38,0
35000,35000,36,28.69,1460.81,F,F1,10+ years,MORTGAGE,108000,Verified,01-04-2017,Fully Paid,debt_consolidation,WA,16.71,1,675,679,14,0,39058,61,33,0
8000,8000,36,8.18,251.36,B,B1,10+ years,MORTGAGE,107000,Not Verified,01-06-2015,Fully Paid,home_improvement,FL,20.47,0,665,669,23,0,29548,86.7,36,0
10925,10925,36,17.57,392.62,D,D4,2 years,MORTGAGE,80000,Not Verified,01-06-2015,Charged Off,debt_consolidation,WV,13.29,0,670,674,28,1,9153,33,55,1
5600,5600,36,14.46,192.65,D,D2,1 year,RENT,30000,Not Verified,01-11-2010,Charged Off,debt_consolidation,MA,16.36,1,670,674,2,0,0,0,11,1
5000,5000,36,9.99,161.32,B,B3,< 1 year,MORTGAGE,55000,Verified,01-09-2015,Fully Paid,major_purchase,IL,31.7,0,685,689,20,0,22183,50.8,30,0
15300,15300,36,5.32,460.76,A,A1,5 years,OWN,69000,Not Verified,01-12-2015,Fully Paid,credit_card,OH,19.83,0,710,714,14,0,20438,38.3,30,0
15000,15000,60,19.99,397.33,E,E1,5 years,MORTGAGE,43000,Not Verified,01-04-2016,Charged Off,other,NC,9.01,0,730,734,10,0,11444,26,11,1
5600,5600,36,12.99,188.66,B,B4,1 year,RENT,25000,Verified,01-10-2013,Fully Paid,debt_consolidation,PA,29.04,0,665,669,16,0,4270,56.9,24,0
2325,2325,36,16.55,82.38,D,D2,10+ years,MORTGAGE,45000,Source Verified,01-12-2015,Fully Paid,credit_card,IL,5.39,0,705,709,7,0,4944,58.2,10,0
20000,20000,36,8.39,630.34,A,A5,10+ years,MORTGAGE,100000,Source Verified,01-10-2014,Fully Paid,credit_card,NY,17.8,0,690,694,24,0,56216,80.3,38,0
20000,20000,36,9.17,637.58,B,B2,8 years,RENT,80000,Source Verified,01-09-2015,Fully Paid,debt_consolidation,CA,34.1,0,695,699,24,0,27525,70.4,34,0
12000,12000,60,11.99,266.88,B,B5,3 years,RENT,71500,Source Verified,01-01-2015,Charged Off,debt_consolidation,CA,34.25,1,715,719,15,0,21234,69.7,24,1
22000,22000,36,15.61,769.23,D,D1,10+ years,RENT,55000,Verified,01-02-2015,Fully Paid,debt_consolidation,VA,34.56,4,675,679,14,0,37304,96.1,43,0
4000,4000,36,10.75,130.49,B,B4,10+ years,RENT,99000,Source Verified,01-03-2016,Fully Paid,other,NY,5.38,0,670,674,9,2,16608,53.3,21,0
30000,30000,36,5.99,912.53,A,A2,6 years,RENT,105000,Verified,01-08-2011,Fully Paid,debt_consolidation,TX,23.84,0,785,789,15,0,3784,7.1,39,0
15000,15000,36,8.59,474.14,A,A5,8 years,RENT,90000,Not Verified,01-08-2016,Fully Paid,debt_consolidation,WA,8.4,1,695,699,6,0,6077,34.1,11,0
16000,16000,36,5.32,481.84,A,A1,10+ years,MORTGAGE,80000,Source Verified,01-12-2015,Fully Paid,credit_card,OH,20,1,720,724,14,0,10206,23,34,0
5000,5000,36,10.15,161.69,B,B2,Unknown,RENT,24612,Verified,01-06-2014,Fully Paid,debt_consolidation,IN,25.06,0,700,704,6,0,4471,65.7,20,0
10000,10000,36,7.21,309.74,A,A3,9 years,MORTGAGE,130000,Source Verified,01-09-2017,Fully Paid,home_improvement,IL,9.29,0,730,734,15,1,2318,5.2,33,0
30800,30800,36,19.03,1129.48,D,D3,Unknown,RENT,70000,Verified,01-08-2017,Charged Off,debt_consolidation,VA,30.66,0,660,664,20,2,29508,79.1,26,1
6400,6400,36,16.99,228.15,D,D1,2 years,RENT,75000,Source Verified,01-07-2016,Fully Paid,debt_consolidation,NJ,23.34,0,735,739,5,0,5681,67.6,10,0
2000,2000,36,7.97,62.65,A,A5,3 years,RENT,79000,Source Verified,01-07-2017,Fully Paid,home_improvement,CO,22.54,0,660,664,19,1,16825,79,40,0
5000,5000,36,5.32,150.58,A,A1,2 years,MORTGAGE,200000,Source Verified,01-03-2016,Fully Paid,home_improvement,MO,9.4,0,710,714,10,0,13742,41.3,21,0
20000,20000,36,15.99,703.05,D,D2,10+ years,MORTGAGE,65000,Verified,01-12-2014,Fully Paid,debt_consolidation,CA,20.43,0,680,684,14,0,32376,96.1,19,0
12000,12000,36,13.99,410.08,C,C4,10+ years,MORTGAGE,75000,Verified,01-06-2015,Fully Paid,debt_consolidation,WI,18.27,0,675,679,14,0,15128,41.1,34,0
14175,14175,60,12.35,317.83,B,B4,3 years,MORTGAGE,70000,Verified,01-08-2013,Fully Paid,debt_consolidation,TX,18.27,0,730,734,11,0,12967,28.7,22,0
8000,8000,36,8.18,251.36,B,B1,8 years,MORTGAGE,95000,Source Verified,01-06-2015,Fully Paid,home_improvement,NY,11.01,0,685,689,14,1,7148,85.1,25,0
5600,5600,36,8.9,177.82,A,A5,6 years,RENT,33000,Not Verified,01-12-2013,Fully Paid,debt_consolidation,TN,18.84,0,760,764,9,0,696,6.4,10,0
18500,18500,36,5.32,557.13,A,A1,10+ years,MORTGAGE,110000,Source Verified,01-03-2017,Fully Paid,credit_card,MD,9.14,0,735,739,13,0,56631,56.3,21,0
11100,11100,60,19.52,291.13,D,D4,10+ years,MORTGAGE,32000,Source Verified,01-11-2013,Fully Paid,debt_consolidation,TN,20.33,2,695,699,12,0,16908,45,24,0
11200,11200,60,17.86,283.56,D,D5,7 years,RENT,76856,Source Verified,01-06-2015,Fully Paid,debt_consolidation,UT,24.27,0,670,674,11,0,9207,73.7,30,0
15000,15000,36,8.24,471.71,B,B1,1 year,MORTGAGE,85000,Source Verified,01-11-2016,Fully Paid,debt_consolidation,IN,15.09,0,675,679,12,4,12147,35.9,29,0
28200,28200,36,20.31,1052.48,D,D5,5 years,RENT,62886.82,Verified,01-08-2013,Fully Paid,credit_card,TX,22.17,0,700,704,6,0,18372,83.9,7,0
35000,35000,36,8.18,1099.69,B,B1,< 1 year,RENT,125000,Source Verified,01-11-2015,Fully Paid,credit_card,CA,12.82,0,720,724,8,0,48216,41.4,25,0
12000,12000,36,18.75,438.36,D,D3,Unknown,NONE,40000,Verified,01-12-2012,Charged Off,credit_card,NY,7.73,3,670,674,7,0,9945,96.6,18,1
7000,7000,36,8.24,220.14,B,B1,8 years,OWN,80000,Verified,01-11-2016,Fully Paid,credit_card,CA,11.96,1,665,669,10,0,28043,69.6,24,0
25000,25000,36,15.31,870.44,C,C4,3 years,RENT,80000,Source Verified,01-02-2014,Fully Paid,credit_card,IL,29.15,0,680,684,45,0,25468,47.1,63,0
9600,9600,36,11.49,316.53,B,B5,6 years,RENT,80000,Not Verified,01-07-2016,Charged Off,debt_consolidation,MA,6.51,0,705,709,10,0,12971,25.6,22,1
14825,14825,36,17.27,530.55,D,D1,10+ years,RENT,30000,Verified,01-05-2012,Fully Paid,small_business,NY,21.76,0,670,674,8,0,5730,78.5,12,0
12000,12000,36,16.02,422.01,C,C5,9 years,RENT,43000,Source Verified,01-11-2017,Fully Paid,debt_consolidation,VT,8.96,0,660,664,4,0,3443,70.3,10,0
5000,5000,36,5.32,150.58,A,A1,6 years,MORTGAGE,40000,Source Verified,01-06-2016,Fully Paid,major_purchase,MI,21.6,0,755,759,15,0,2697,7.4,29,0
16000,16000,36,9.17,510.07,B,B2,1 year,MORTGAGE,123000,Source Verified,01-01-2016,Fully Paid,credit_card,AZ,15.52,0,680,684,12,0,55351,93.8,33,0
12600,12600,36,5.32,379.45,A,A1,4 years,OWN,71500,Source Verified,01-02-2016,Fully Paid,debt_consolidation,VA,9.01,0,830,834,15,0,4007,4.4,26,0
15000,15000,36,13.67,510.27,B,B5,< 1 year,RENT,80000,Source Verified,01-05-2012,Fully Paid,debt_consolidation,MA,21.51,2,690,694,18,0,22519,89.7,32,0
2000,2000,36,16.99,71.3,D,D1,10+ years,RENT,30000,Source Verified,01-12-2016,Charged Off,other,CA,29.84,1,715,719,11,0,393,2.3,36,1
6000,6000,36,10.49,194.99,B,B3,Unknown,RENT,65528,Verified,01-01-2015,Fully Paid,credit_card,CA,26.12,0,700,704,13,0,33318,66.5,22,0
30000,30000,36,10.74,978.48,B,B2,2 years,MORTGAGE,105000,Verified,01-04-2012,Fully Paid,credit_card,NJ,24.33,0,740,744,11,0,29301,35.5,32,0
30000,30000,36,17.99,1084.43,D,D2,< 1 year,MORTGAGE,145000,Verified,01-03-2017,Charged Off,debt_consolidation,TX,27.75,0,705,709,12,0,76491,91.9,19,1
18000,18000,36,15.99,632.74,C,C5,4 years,RENT,41600,Source Verified,01-03-2017,Charged Off,credit_card,WA,29.23,0,670,674,4,0,7780,97.3,5,1
12000,12000,36,8.24,377.37,B,B1,2 years,OWN,60000,Source Verified,01-03-2017,Fully Paid,debt_consolidation,CA,11.4,0,660,664,10,2,17477,79.8,42,0
4800,4800,36,7.99,150.4,A,A5,< 1 year,OWN,34000,Not Verified,01-03-2017,Fully Paid,credit_card,TN,20.9,0,710,714,8,0,5959,33.1,11,0
7125,7125,36,15.31,248.08,C,C2,< 1 year,RENT,35000,Source Verified,01-08-2012,Fully Paid,small_business,FL,28.7,0,670,674,10,0,8373,64.9,11,0
2000,2000,36,19.52,73.84,D,D4,7 years,RENT,85000,Not Verified,01-07-2013,Fully Paid,other,IL,17.27,0,710,714,8,0,17171,85.9,14,0
10000,10000,60,11.53,220.08,B,B5,10+ years,MORTGAGE,86000,Not Verified,01-07-2015,Fully Paid,debt_consolidation,NJ,12.86,3,690,694,31,0,21974,3.5,59,0
5000,5000,36,12.23,166.63,C,C1,4 years,RENT,52000,Source Verified,01-10-2010,Fully Paid,medical,NC,1.08,0,695,699,4,0,3492,85.2,6,0
7000,7000,36,13.99,239.21,C,C4,8 years,MORTGAGE,70000,Not Verified,01-07-2015,Fully Paid,home_improvement,MO,13.39,0,665,669,9,0,13651,51,9,0
8000,8000,36,13.11,269.98,B,B4,10+ years,MORTGAGE,65000,Not Verified,01-06-2013,Fully Paid,debt_consolidation,CA,3.6,1,690,694,5,0,4676,64.9,15,0
11400,11400,36,9.17,363.42,B,B2,4 years,RENT,66000,Source Verified,01-08-2015,Fully Paid,debt_consolidation,IL,6.69,0,665,669,7,1,10458,73,9,0
10000,10000,36,13.59,339.79,C,C2,2 years,RENT,51480,Source Verified,01-11-2017,Fully Paid,debt_consolidation,TX,10.35,1,675,679,5,0,1269,25.9,15,0
10000,10000,36,9.93,322.35,B,B2,10+ years,RENT,52000,Source Verified,01-08-2017,Charged Off,debt_consolidation,FL,19.51,0,685,689,12,0,8367,38,25,1
16000,16000,60,13.99,372.21,C,C3,9 years,OWN,127000,Verified,01-08-2016,Fully Paid,credit_card,NJ,24.06,0,710,714,26,0,23097,32.3,33,0
6000,6000,36,12.74,201.42,C,C1,< 1 year,RENT,25000,Source Verified,01-12-2016,Charged Off,vacation,NY,8.59,0,740,744,6,0,5992,13.3,7,1
6000,6000,60,13.43,137.85,C,C3,1 year,RENT,36000,Not Verified,01-03-2011,Fully Paid,major_purchase,MD,16.77,0,700,704,12,0,5858,83.7,14,0
18000,18000,60,29.99,582.26,F,F3,6 years,MORTGAGE,125000,Source Verified,01-02-2017,Fully Paid,home_improvement,OR,20.81,0,660,664,20,0,24040,56.4,42,0
10000,10000,36,8.99,317.96,B,B1,1 year,RENT,81000,Source Verified,01-09-2016,Fully Paid,credit_card,CA,13.73,1,665,669,19,0,6828,44.9,51,0
10000,10000,36,26.3,404.51,E,E5,7 years,OWN,51000,Source Verified,01-09-2017,Fully Paid,debt_consolidation,MS,7.23,0,680,684,16,1,8331,38,28,0
18000,18000,36,8.18,565.56,B,B1,10+ years,OWN,49000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,NJ,18.76,0,685,689,8,0,20258,69.6,25,0
14000,14000,36,8.39,441.24,A,A5,< 1 year,MORTGAGE,76000,Verified,01-07-2014,Fully Paid,debt_consolidation,FL,30.05,0,775,779,13,0,77058,24.1,33,0
12000,12000,36,12.74,402.83,C,C1,7 years,RENT,60000,Source Verified,01-03-2017,Fully Paid,debt_consolidation,MI,6.42,0,660,664,6,0,11327,87.8,10,0
9000,9000,36,12.69,301.91,C,C2,10+ years,MORTGAGE,95000,Source Verified,01-04-2015,Fully Paid,debt_consolidation,PA,13.4,4,670,674,12,1,7066,68,35,0
5000,5000,36,17.1,178.52,C,C5,7 years,OWN,60000,Source Verified,01-10-2013,Fully Paid,debt_consolidation,IL,11.02,0,680,684,9,0,6035,29.3,30,0
2500,2500,36,18.99,91.63,D,D3,Unknown,MORTGAGE,29616,Not Verified,01-03-2017,Charged Off,other,MO,12.84,1,690,694,13,0,9788,27.3,27,1
12000,12000,36,16.29,423.61,D,D1,10+ years,MORTGAGE,70000,Verified,01-02-2016,Fully Paid,debt_consolidation,TX,9.96,1,665,669,9,0,3472,93.8,19,0
5025,5025,36,7.99,157.45,A,A5,7 years,MORTGAGE,86000,Verified,01-02-2017,Fully Paid,credit_card,NJ,11.85,0,680,684,11,0,4994,75.7,28,0
23500,23500,36,18.25,852.54,D,D2,5 years,RENT,85000,Verified,01-08-2013,Charged Off,debt_consolidation,CA,25.02,0,680,684,29,0,16560,47.7,42,1
20000,20000,60,15.61,482.23,C,C5,1 year,RENT,82000,Source Verified,01-03-2014,Fully Paid,credit_card,NY,17.1,0,665,669,31,0,29416,74.7,43,0
17000,17000,36,16.91,605.34,C,C5,1 year,MORTGAGE,57000,Source Verified,01-11-2018,Fully Paid,credit_card,CO,14.63,0,670,674,28,0,18970,77.1,31,0
12000,12000,36,8.67,379.76,B,B1,10+ years,OWN,70000,Not Verified,01-01-2015,Fully Paid,credit_card,NY,6.22,1,670,674,8,0,15263,64.9,14,0
6025,6025,36,19.03,220.95,D,D3,5 years,OWN,120000,Not Verified,01-12-2017,Fully Paid,debt_consolidation,MA,9.87,0,660,664,12,0,10892,52.9,25,0
17000,17000,36,10.42,551.91,B,B3,4 years,RENT,45000,Not Verified,01-08-2017,Charged Off,credit_card,NY,15.76,0,710,714,16,0,11805,39.4,17,1
16000,16000,36,9.17,510.07,B,B2,2 years,MORTGAGE,73000,Source Verified,01-12-2015,Fully Paid,credit_card,CT,13,0,670,674,8,0,20623,95,14,0
14000,14000,60,12.39,314.19,C,C1,2 years,MORTGAGE,52000,Not Verified,01-11-2014,Fully Paid,debt_consolidation,WV,21.07,0,670,674,13,0,21179,85.7,35,0
30000,30000,36,7.69,935.81,A,A4,4 years,MORTGAGE,200000,Source Verified,01-07-2014,Fully Paid,credit_card,AZ,10.3,5,685,689,14,0,21156,81.1,39,0
